"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","30 - 34 years","Female","Limerick","2002","Number","6289"
"2002 Population","30 - 34 years","Female","Limerick City","2002","Number","2052"
"2002 Population","30 - 34 years","Female","Limerick County","2002","Number","4237"
"2002 Population","30 - 34 years","Female","North Tipperary","2002","Number","2027"
"2002 Population","30 - 34 years","Female","South Tipperary","2002","Number","2771"
"2002 Population","30 - 34 years","Female","Waterford","2002","Number","3713"
"2002 Population","30 - 34 years","Female","Waterford City","2002","Number","1737"
"2002 Population","30 - 34 years","Female","Waterford County","2002","Number","1976"
"2002 Population","30 - 34 years","Female","Connacht","2002","Number","15908"
"2002 Population","30 - 34 years","Female","Galway","2002","Number","7880"
"2002 Population","30 - 34 years","Female","Galway City","2002","Number","2817"
"2002 Population","30 - 34 years","Female","Galway County","2002","Number","5063"
"2002 Population","30 - 34 years","Female","Leitrim","2002","Number","803"
"2002 Population","30 - 34 years","Female","Mayo","2002","Number","3726"
"2002 Population","30 - 34 years","Female","Roscommon","2002","Number","1612"
"2002 Population","30 - 34 years","Female","Sligo","2002","Number","1887"
"2002 Population","30 - 34 years","Female","Ulster (part of)","2002","Number","8442"
"2002 Population","30 - 34 years","Female","Cavan","2002","Number","1846"
"2002 Population","30 - 34 years","Female","Donegal","2002","Number","4869"
"2002 Population","30 - 34 years","Female","Monaghan","2002","Number","1727"
"2002 Population","35 - 39 years","Both sexes","State","2002","Number","290906"
"2002 Population","35 - 39 years","Both sexes","Leinster","2002","Number","160037"
"2002 Population","35 - 39 years","Both sexes","Carlow","2002","Number","3452"
"2002 Population","35 - 39 years","Both sexes","Dublin","2002","Number","83241"
"2002 Population","35 - 39 years","Both sexes","Dublin City","2002","Number","35273"
"2002 Population","35 - 39 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","14338"
"2002 Population","35 - 39 years","Both sexes","Fingal","2002","Number","15919"
"2002 Population","35 - 39 years","Both sexes","South Dublin","2002","Number","17711"
"2002 Population","35 - 39 years","Both sexes","Kildare","2002","Number","13946"
"2002 Population","35 - 39 years","Both sexes","Kilkenny","2002","Number","6000"
"2002 Population","35 - 39 years","Both sexes","Laois","2002","Number","4487"
"2002 Population","35 - 39 years","Both sexes","Longford","2002","Number","2139"
"2002 Population","35 - 39 years","Both sexes","Louth","2002","Number","7654"
"2002 Population","35 - 39 years","Both sexes","Meath","2002","Number","11114"
"2002 Population","35 - 39 years","Both sexes","Offaly","2002","Number","4644"
"2002 Population","35 - 39 years","Both sexes","Westmeath","2002","Number","5419"
"2002 Population","35 - 39 years","Both sexes","Wexford","2002","Number","8706"
"2002 Population","35 - 39 years","Both sexes","Wicklow","2002","Number","9235"
"2002 Population","35 - 39 years","Both sexes","Munster","2002","Number","81080"
"2002 Population","35 - 39 years","Both sexes","Clare","2002","Number","7836"
"2002 Population","35 - 39 years","Both sexes","Cork","2002","Number","33906"
"2002 Population","35 - 39 years","Both sexes","Cork City","2002","Number","7963"
"2002 Population","35 - 39 years","Both sexes","Cork County","2002","Number","25943"
"2002 Population","35 - 39 years","Both sexes","Kerry","2002","Number","9228"
"2002 Population","35 - 39 years","Both sexes","Limerick","2002","Number","12208"
"2002 Population","35 - 39 years","Both sexes","Limerick City","2002","Number","3582"
"2002 Population","35 - 39 years","Both sexes","Limerick County","2002","Number","8626"
"2002 Population","35 - 39 years","Both sexes","North Tipperary","2002","Number","4486"
"2002 Population","35 - 39 years","Both sexes","South Tipperary","2002","Number","5808"
"2002 Population","35 - 39 years","Both sexes","Waterford","2002","Number","7608"
"2002 Population","35 - 39 years","Both sexes","Waterford City","2002","Number","3313"
"2002 Population","35 - 39 years","Both sexes","Waterford County","2002","Number","4295"
"2002 Population","35 - 39 years","Both sexes","Connacht","2002","Number","32573"
"2002 Population","35 - 39 years","Both sexes","Galway","2002","Number","14842"
"2002 Population","35 - 39 years","Both sexes","Galway City","2002","Number","4331"
"2002 Population","35 - 39 years","Both sexes","Galway County","2002","Number","10511"
"2002 Population","35 - 39 years","Both sexes","Leitrim","2002","Number","1771"
"2002 Population","35 - 39 years","Both sexes","Mayo","2002","Number","8064"
"2002 Population","35 - 39 years","Both sexes","Roscommon","2002","Number","3769"
"2002 Population","35 - 39 years","Both sexes","Sligo","2002","Number","4127"
"2002 Population","35 - 39 years","Both sexes","Ulster (part of)","2002","Number","17216"
"2002 Population","35 - 39 years","Both sexes","Cavan","2002","Number","3985"
"2002 Population","35 - 39 years","Both sexes","Donegal","2002","Number","9562"
"2002 Population","35 - 39 years","Both sexes","Monaghan","2002","Number","3669"
"2002 Population","35 - 39 years","Male","State","2002","Number","144530"
"2002 Population","35 - 39 years","Male","Leinster","2002","Number","78966"
"2002 Population","35 - 39 years","Male","Carlow","2002","Number","1720"
"2002 Population","35 - 39 years","Male","Dublin","2002","Number","40471"
"2002 Population","35 - 39 years","Male","Dublin City","2002","Number","17551"
"2002 Population","35 - 39 years","Male","Dún Laoghaire-Rathdown","2002","Number","6637"
"2002 Population","35 - 39 years","Male","Fingal","2002","Number","7756"
"2002 Population","35 - 39 years","Male","South Dublin","2002","Number","8527"
"2002 Population","35 - 39 years","Male","Kildare","2002","Number","7049"
"2002 Population","35 - 39 years","Male","Kilkenny","2002","Number","2968"
"2002 Population","35 - 39 years","Male","Laois","2002","Number","2291"
"2002 Population","35 - 39 years","Male","Longford","2002","Number","1093"
"2002 Population","35 - 39 years","Male","Louth","2002","Number","3851"
"2002 Population","35 - 39 years","Male","Meath","2002","Number","5686"
"2002 Population","35 - 39 years","Male","Offaly","2002","Number","2372"
"2002 Population","35 - 39 years","Male","Westmeath","2002","Number","2736"
"2002 Population","35 - 39 years","Male","Wexford","2002","Number","4240"
"2002 Population","35 - 39 years","Male","Wicklow","2002","Number","4489"
"2002 Population","35 - 39 years","Male","Munster","2002","Number","40696"
"2002 Population","35 - 39 years","Male","Clare","2002","Number","3952"
"2002 Population","35 - 39 years","Male","Cork","2002","Number","17005"
"2002 Population","35 - 39 years","Male","Cork City","2002","Number","3918"
"2002 Population","35 - 39 years","Male","Cork County","2002","Number","13087"
"2002 Population","35 - 39 years","Male","Kerry","2002","Number","4593"
"2002 Population","35 - 39 years","Male","Limerick","2002","Number","6114"
"2002 Population","35 - 39 years","Male","Limerick City","2002","Number","1813"
"2002 Population","35 - 39 years","Male","Limerick County","2002","Number","4301"
"2002 Population","35 - 39 years","Male","North Tipperary","2002","Number","2278"
"2002 Population","35 - 39 years","Male","South Tipperary","2002","Number","2927"
"2002 Population","35 - 39 years","Male","Waterford","2002","Number","3827"
"2002 Population","35 - 39 years","Male","Waterford City","2002","Number","1656"
"2002 Population","35 - 39 years","Male","Waterford County","2002","Number","2171"
"2002 Population","35 - 39 years","Male","Connacht","2002","Number","16320"
"2002 Population","35 - 39 years","Male","Galway","2002","Number","7366"
"2002 Population","35 - 39 years","Male","Galway City","2002","Number","2030"
"2002 Population","35 - 39 years","Male","Galway County","2002","Number","5336"
"2002 Population","35 - 39 years","Male","Leitrim","2002","Number","922"
"2002 Population","35 - 39 years","Male","Mayo","2002","Number","4025"
"2002 Population","35 - 39 years","Male","Roscommon","2002","Number","1968"
"2002 Population","35 - 39 years","Male","Sligo","2002","Number","2039"
"2002 Population","35 - 39 years","Male","Ulster (part of)","2002","Number","8548"
"2002 Population","35 - 39 years","Male","Cavan","2002","Number","2055"
"2002 Population","35 - 39 years","Male","Donegal","2002","Number","4666"
"2002 Population","35 - 39 years","Male","Monaghan","2002","Number","1827"
"2002 Population","35 - 39 years","Female","State","2002","Number","146376"
"2002 Population","35 - 39 years","Female","Leinster","2002","Number","81071"
"2002 Population","35 - 39 years","Female","Carlow","2002","Number","1732"
"2002 Population","35 - 39 years","Female","Dublin","2002","Number","42770"
"2002 Population","35 - 39 years","Female","Dublin City","2002","Number","17722"
"2002 Population","35 - 39 years","Female","Dún Laoghaire-Rathdown","2002","Number","7701"
"2002 Population","35 - 39 years","Female","Fingal","2002","Number","8163"
"2002 Population","35 - 39 years","Female","South Dublin","2002","Number","9184"
"2002 Population","35 - 39 years","Female","Kildare","2002","Number","6897"
"2002 Population","35 - 39 years","Female","Kilkenny","2002","Number","3032"
"2002 Population","35 - 39 years","Female","Laois","2002","Number","2196"
"2002 Population","35 - 39 years","Female","Longford","2002","Number","1046"
"2002 Population","35 - 39 years","Female","Louth","2002","Number","3803"
"2002 Population","35 - 39 years","Female","Meath","2002","Number","5428"
"2002 Population","35 - 39 years","Female","Offaly","2002","Number","2272"
"2002 Population","35 - 39 years","Female","Westmeath","2002","Number","2683"
"2002 Population","35 - 39 years","Female","Wexford","2002","Number","4466"
"2002 Population","35 - 39 years","Female","Wicklow","2002","Number","4746"
"2002 Population","35 - 39 years","Female","Munster","2002","Number","40384"
"2002 Population","35 - 39 years","Female","Clare","2002","Number","3884"
"2002 Population","35 - 39 years","Female","Cork","2002","Number","16901"
"2002 Population","35 - 39 years","Female","Cork City","2002","Number","4045"
"2002 Population","35 - 39 years","Female","Cork County","2002","Number","12856"
"2002 Population","35 - 39 years","Female","Kerry","2002","Number","4635"
"2002 Population","35 - 39 years","Female","Limerick","2002","Number","6094"
"2002 Population","35 - 39 years","Female","Limerick City","2002","Number","1769"
"2002 Population","35 - 39 years","Female","Limerick County","2002","Number","4325"
"2002 Population","35 - 39 years","Female","North Tipperary","2002","Number","2208"
"2002 Population","35 - 39 years","Female","South Tipperary","2002","Number","2881"
"2002 Population","35 - 39 years","Female","Waterford","2002","Number","3781"
"2002 Population","35 - 39 years","Female","Waterford City","2002","Number","1657"
"2002 Population","35 - 39 years","Female","Waterford County","2002","Number","2124"
"2002 Population","35 - 39 years","Female","Connacht","2002","Number","16253"
"2002 Population","35 - 39 years","Female","Galway","2002","Number","7476"
"2002 Population","35 - 39 years","Female","Galway City","2002","Number","2301"
"2002 Population","35 - 39 years","Female","Galway County","2002","Number","5175"
"2002 Population","35 - 39 years","Female","Leitrim","2002","Number","849"
"2002 Population","35 - 39 years","Female","Mayo","2002","Number","4039"
"2002 Population","35 - 39 years","Female","Roscommon","2002","Number","1801"
"2002 Population","35 - 39 years","Female","Sligo","2002","Number","2088"
"2002 Population","35 - 39 years","Female","Ulster (part of)","2002","Number","8668"
"2002 Population","35 - 39 years","Female","Cavan","2002","Number","1930"
"2002 Population","35 - 39 years","Female","Donegal","2002","Number","4896"
"2002 Population","35 - 39 years","Female","Monaghan","2002","Number","1842"
"2002 Population","40 - 44 years","Both sexes","State","2002","Number","271984"
"2002 Population","40 - 44 years","Both sexes","Leinster","2002","Number","146320"
"2002 Population","40 - 44 years","Both sexes","Carlow","2002","Number","3232"
"2002 Population","40 - 44 years","Both sexes","Dublin","2002","Number","75543"
"2002 Population","40 - 44 years","Both sexes","Dublin City","2002","Number","30725"
"2002 Population","40 - 44 years","Both sexes","Dún Laoghaire-Rathdown","2002","Number","13837"
"2002 Population","40 - 44 years","Both sexes","Fingal","2002","Number","14464"
"2002 Population","40 - 44 years","Both sexes","South Dublin","2002","Number","16517"
"2002 Population","40 - 44 years","Both sexes","Kildare","2002","Number","12232"
"2002 Population","40 - 44 years","Both sexes","Kilkenny","2002","Number","5939"
"2002 Population","40 - 44 years","Both sexes","Laois","2002","Number","4273"
"2002 Population","40 - 44 years","Both sexes","Longford","2002","Number","2070"
"2002 Population","40 - 44 years","Both sexes","Louth","2002","Number","6802"
"2002 Population","40 - 44 years","Both sexes","Meath","2002","Number","9952"
