"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"Population","10 - 14 years","Male","Wexford","2006","Number","4707"
"Population","10 - 14 years","Male","Wicklow","2006","Number","4401"
"Population","10 - 14 years","Male","Munster","2006","Number","39260"
"Population","10 - 14 years","Male","Clare","2006","Number","3959"
"Population","10 - 14 years","Male","Cork","2006","Number","15785"
"Population","10 - 14 years","Male","Cork City","2006","Number","3319"
"Population","10 - 14 years","Male","Cork County","2006","Number","12466"
"Population","10 - 14 years","Male","Kerry","2006","Number","4612"
"Population","10 - 14 years","Male","Limerick","2006","Number","5891"
"Population","10 - 14 years","Male","Limerick City","2006","Number","1501"
"Population","10 - 14 years","Male","Limerick County","2006","Number","4390"
"Population","10 - 14 years","Male","North Tipperary","2006","Number","2331"
"Population","10 - 14 years","Male","South Tipperary","2006","Number","3062"
"Population","10 - 14 years","Male","Waterford","2006","Number","3620"
"Population","10 - 14 years","Male","Waterford City","2006","Number","1363"
"Population","10 - 14 years","Male","Waterford County","2006","Number","2257"
"Population","10 - 14 years","Male","Connacht","2006","Number","17129"
"Population","10 - 14 years","Male","Galway","2006","Number","7550"
"Population","10 - 14 years","Male","Galway City","2006","Number","1695"
"Population","10 - 14 years","Male","Galway County","2006","Number","5855"
"Population","10 - 14 years","Male","Leitrim","2006","Number","1024"
"Population","10 - 14 years","Male","Mayo","2006","Number","4406"
"Population","10 - 14 years","Male","Roscommon","2006","Number","2057"
"Population","10 - 14 years","Male","Sligo","2006","Number","2092"
"Population","10 - 14 years","Male","Ulster (part of)","2006","Number","10039"
"Population","10 - 14 years","Male","Cavan","2006","Number","2351"
"Population","10 - 14 years","Male","Donegal","2006","Number","5646"
"Population","10 - 14 years","Male","Monaghan","2006","Number","2042"
"Population","10 - 14 years","Female","State","2006","Number","133368"
"Population","10 - 14 years","Female","Leinster","2006","Number","69963"
"Population","10 - 14 years","Female","Carlow","2006","Number","1569"
"Population","10 - 14 years","Female","Dublin","2006","Number","32697"
"Population","10 - 14 years","Female","Dublin City","2006","Number","11996"
"Population","10 - 14 years","Female","Dún Laoghaire-Rathdown","2006","Number","5841"
"Population","10 - 14 years","Female","Fingal","2006","Number","7032"
"Population","10 - 14 years","Female","South Dublin","2006","Number","7828"
"Population","10 - 14 years","Female","Kildare","2006","Number","6067"
"Population","10 - 14 years","Female","Kilkenny","2006","Number","3061"
"Population","10 - 14 years","Female","Laois","2006","Number","2238"
"Population","10 - 14 years","Female","Longford","2006","Number","1198"
"Population","10 - 14 years","Female","Louth","2006","Number","3617"
"Population","10 - 14 years","Female","Meath","2006","Number","5386"
"Population","10 - 14 years","Female","Offaly","2006","Number","2460"
"Population","10 - 14 years","Female","Westmeath","2006","Number","2817"
"Population","10 - 14 years","Female","Wexford","2006","Number","4648"
"Population","10 - 14 years","Female","Wicklow","2006","Number","4205"
"Population","10 - 14 years","Female","Munster","2006","Number","37627"
"Population","10 - 14 years","Female","Clare","2006","Number","3690"
"Population","10 - 14 years","Female","Cork","2006","Number","15183"
"Population","10 - 14 years","Female","Cork City","2006","Number","3087"
"Population","10 - 14 years","Female","Cork County","2006","Number","12096"
"Population","10 - 14 years","Female","Kerry","2006","Number","4503"
"Population","10 - 14 years","Female","Limerick","2006","Number","5681"
"Population","10 - 14 years","Female","Limerick City","2006","Number","1513"
"Population","10 - 14 years","Female","Limerick County","2006","Number","4168"
"Population","10 - 14 years","Female","North Tipperary","2006","Number","2218"
"Population","10 - 14 years","Female","South Tipperary","2006","Number","2854"
"Population","10 - 14 years","Female","Waterford","2006","Number","3498"
"Population","10 - 14 years","Female","Waterford City","2006","Number","1399"
"Population","10 - 14 years","Female","Waterford County","2006","Number","2099"
"Population","10 - 14 years","Female","Connacht","2006","Number","16246"
"Population","10 - 14 years","Female","Galway","2006","Number","7124"
"Population","10 - 14 years","Female","Galway City","2006","Number","1635"
"Population","10 - 14 years","Female","Galway County","2006","Number","5489"
"Population","10 - 14 years","Female","Leitrim","2006","Number","927"
"Population","10 - 14 years","Female","Mayo","2006","Number","4274"
"Population","10 - 14 years","Female","Roscommon","2006","Number","1984"
"Population","10 - 14 years","Female","Sligo","2006","Number","1937"
"Population","10 - 14 years","Female","Ulster (part of)","2006","Number","9532"
"Population","10 - 14 years","Female","Cavan","2006","Number","2244"
"Population","10 - 14 years","Female","Donegal","2006","Number","5319"
"Population","10 - 14 years","Female","Monaghan","2006","Number","1969"
"Population","15 - 19 years","Both sexes","State","2006","Number","290257"
"Population","15 - 19 years","Both sexes","Leinster","2006","Number","153739"
"Population","15 - 19 years","Both sexes","Carlow","2006","Number","3608"
"Population","15 - 19 years","Both sexes","Dublin","2006","Number","77554"
"Population","15 - 19 years","Both sexes","Dublin City","2006","Number","29849"
"Population","15 - 19 years","Both sexes","Dún Laoghaire-Rathdown","2006","Number","13839"
"Population","15 - 19 years","Both sexes","Fingal","2006","Number","15710"
"Population","15 - 19 years","Both sexes","South Dublin","2006","Number","18156"
"Population","15 - 19 years","Both sexes","Kildare","2006","Number","12748"
"Population","15 - 19 years","Both sexes","Kilkenny","2006","Number","6353"
"Population","15 - 19 years","Both sexes","Laois","2006","Number","4544"
"Population","15 - 19 years","Both sexes","Longford","2006","Number","2368"
"Population","15 - 19 years","Both sexes","Louth","2006","Number","7755"
"Population","15 - 19 years","Both sexes","Meath","2006","Number","10605"
"Population","15 - 19 years","Both sexes","Offaly","2006","Number","5120"
"Population","15 - 19 years","Both sexes","Westmeath","2006","Number","5559"
"Population","15 - 19 years","Both sexes","Wexford","2006","Number","8822"
"Population","15 - 19 years","Both sexes","Wicklow","2006","Number","8703"
"Population","15 - 19 years","Both sexes","Munster","2006","Number","81278"
"Population","15 - 19 years","Both sexes","Clare","2006","Number","7269"
"Population","15 - 19 years","Both sexes","Cork","2006","Number","33155"
"Population","15 - 19 years","Both sexes","Cork City","2006","Number","8909"
"Population","15 - 19 years","Both sexes","Cork County","2006","Number","24246"
"Population","15 - 19 years","Both sexes","Kerry","2006","Number","8984"
"Population","15 - 19 years","Both sexes","Limerick","2006","Number","14135"
"Population","15 - 19 years","Both sexes","Limerick City","2006","Number","4111"
"Population","15 - 19 years","Both sexes","Limerick County","2006","Number","10024"
"Population","15 - 19 years","Both sexes","North Tipperary","2006","Number","4296"
"Population","15 - 19 years","Both sexes","South Tipperary","2006","Number","5817"
"Population","15 - 19 years","Both sexes","Waterford","2006","Number","7622"
"Population","15 - 19 years","Both sexes","Waterford City","2006","Number","3340"
"Population","15 - 19 years","Both sexes","Waterford County","2006","Number","4282"
"Population","15 - 19 years","Both sexes","Connacht","2006","Number","35798"
"Population","15 - 19 years","Both sexes","Galway","2006","Number","16708"
"Population","15 - 19 years","Both sexes","Galway City","2006","Number","5607"
"Population","15 - 19 years","Both sexes","Galway County","2006","Number","11101"
"Population","15 - 19 years","Both sexes","Leitrim","2006","Number","1894"
"Population","15 - 19 years","Both sexes","Mayo","2006","Number","8803"
"Population","15 - 19 years","Both sexes","Roscommon","2006","Number","3921"
"Population","15 - 19 years","Both sexes","Sligo","2006","Number","4472"
"Population","15 - 19 years","Both sexes","Ulster (part of)","2006","Number","19442"
"Population","15 - 19 years","Both sexes","Cavan","2006","Number","4417"
"Population","15 - 19 years","Both sexes","Donegal","2006","Number","10860"
"Population","15 - 19 years","Both sexes","Monaghan","2006","Number","4165"
"Population","15 - 19 years","Male","State","2006","Number","148241"
"Population","15 - 19 years","Male","Leinster","2006","Number","78216"
"Population","15 - 19 years","Male","Carlow","2006","Number","1835"
"Population","15 - 19 years","Male","Dublin","2006","Number","39095"
"Population","15 - 19 years","Male","Dublin City","2006","Number","14925"
"Population","15 - 19 years","Male","Dún Laoghaire-Rathdown","2006","Number","6906"
"Population","15 - 19 years","Male","Fingal","2006","Number","8061"
"Population","15 - 19 years","Male","South Dublin","2006","Number","9203"
"Population","15 - 19 years","Male","Kildare","2006","Number","6470"
"Population","15 - 19 years","Male","Kilkenny","2006","Number","3278"
"Population","15 - 19 years","Male","Laois","2006","Number","2377"
"Population","15 - 19 years","Male","Longford","2006","Number","1233"
"Population","15 - 19 years","Male","Louth","2006","Number","3934"
"Population","15 - 19 years","Male","Meath","2006","Number","5483"
"Population","15 - 19 years","Male","Offaly","2006","Number","2721"
"Population","15 - 19 years","Male","Westmeath","2006","Number","2806"
"Population","15 - 19 years","Male","Wexford","2006","Number","4512"
"Population","15 - 19 years","Male","Wicklow","2006","Number","4472"
"Population","15 - 19 years","Male","Munster","2006","Number","41736"
"Population","15 - 19 years","Male","Clare","2006","Number","3788"
"Population","15 - 19 years","Male","Cork","2006","Number","17000"
"Population","15 - 19 years","Male","Cork City","2006","Number","4435"
"Population","15 - 19 years","Male","Cork County","2006","Number","12565"
"Population","15 - 19 years","Male","Kerry","2006","Number","4642"
"Population","15 - 19 years","Male","Limerick","2006","Number","7188"
"Population","15 - 19 years","Male","Limerick City","2006","Number","1890"
"Population","15 - 19 years","Male","Limerick County","2006","Number","5298"
"Population","15 - 19 years","Male","North Tipperary","2006","Number","2213"
"Population","15 - 19 years","Male","South Tipperary","2006","Number","3073"
"Population","15 - 19 years","Male","Waterford","2006","Number","3832"
"Population","15 - 19 years","Male","Waterford City","2006","Number","1650"
"Population","15 - 19 years","Male","Waterford County","2006","Number","2182"
"Population","15 - 19 years","Male","Connacht","2006","Number","18248"
"Population","15 - 19 years","Male","Galway","2006","Number","8478"
"Population","15 - 19 years","Male","Galway City","2006","Number","2625"
"Population","15 - 19 years","Male","Galway County","2006","Number","5853"
"Population","15 - 19 years","Male","Leitrim","2006","Number","987"
"Population","15 - 19 years","Male","Mayo","2006","Number","4513"
"Population","15 - 19 years","Male","Roscommon","2006","Number","2073"
"Population","15 - 19 years","Male","Sligo","2006","Number","2197"
"Population","15 - 19 years","Male","Ulster (part of)","2006","Number","10041"
"Population","15 - 19 years","Male","Cavan","2006","Number","2257"
"Population","15 - 19 years","Male","Donegal","2006","Number","5683"
"Population","15 - 19 years","Male","Monaghan","2006","Number","2101"
"Population","15 - 19 years","Female","State","2006","Number","142016"
"Population","15 - 19 years","Female","Leinster","2006","Number","75523"
"Population","15 - 19 years","Female","Carlow","2006","Number","1773"
"Population","15 - 19 years","Female","Dublin","2006","Number","38459"
"Population","15 - 19 years","Female","Dublin City","2006","Number","14924"
"Population","15 - 19 years","Female","Dún Laoghaire-Rathdown","2006","Number","6933"
